date,min,max,pm25,q1,q3,stdev,count
2020-09-21T00:00:00.000Z,3.42,25.4,13.32,9.85,14.79,4.718,229
2020-09-22T00:00:00.000Z,2.67,22.3,7.68,4.82,12.37,4.534,343
2020-09-23T00:00:00.000Z,4.57,53.03,22.54,10.5,36.2,12.988,452
2020-09-24T00:00:00.000Z,0.85,45.95,4.9,1.58,17.5,14.11,470
2020-09-25T00:00:00.000Z,1.17,15.85,6.5,4.76,10.14,3.504,345
2020-09-26T00:00:00.000Z,0.5,15.02,3.05,1.65,11.45,4.864,275
2020-09-27T00:00:00.000Z,5.45,16.73,9.25,7.07,13.86,3.452,229
2020-09-28T00:00:00.000Z,0.98,8.65,6.38,3.08,7,2.113,272
2020-09-29T00:00:00.000Z,0.8,19.92,10.1,2.92,11.82,5.336,259
2020-09-30T00:00:00.000Z,0.9,28.67,16.14,3.72,21.08,9.008,400
2020-10-01T00:00:00.000Z,2.83,19.25,8.03,6.18,11.15,4.27,314
2020-10-02T00:00:00.000Z,1.6,14.65,7.97,3.26,10.72,3.781,277
2020-10-03T00:00:00.000Z,4.5,23.75,10.45,6.57,14.7,4.714,267
2020-10-04T00:00:00.000Z,0.62,26.48,5.87,1.75,16.1,7.371,314
2020-10-05T00:00:00.000Z,0.5,15.32,1.47,0.97,5.44,4.162,320
2020-10-06T00:00:00.000Z,0.7,14.35,2.6,1.77,4.22,2.308,339
2020-10-07T00:00:00.000Z,0.77,33.79,2.62,1.45,4.37,2.592,339
2020-10-08T00:00:00.000Z,0.3,6.62,2.17,1.73,2.65,0.985,321
2020-10-09T00:00:00.000Z,0.55,4.5,1.33,1.17,1.52,0.369,354
2020-10-10T00:00:00.000Z,0.4,6.22,1,0.8,1.72,1.067,421
2020-10-11T00:00:00.000Z,0.55,94.97,1.42,1.05,2.4,5.15,434
2020-10-12T00:00:00.000Z,0.2,12.82,2.22,0.8,3.13,2.377,349
2020-10-13T00:00:00.000Z,0.5,10.13,1.3,0.85,5.7,2.951,415
2020-10-14T00:00:00.000Z,0.37,1.87,0.8,0.61,0.9,0.181,396
2020-10-15T00:00:00.000Z,0.4,4.7,1,0.77,1.3,0.448,422
2020-10-16T00:00:00.000Z,0.3,5.22,0.88,0.68,1.13,0.504,433
2020-10-17T00:00:00.000Z,0.2,3.9,1,0.6,1.3,0.479,438
2020-10-18T00:00:00.000Z,0.2,6.78,1.2,0.7,1.5,0.662,445
2020-10-19T00:00:00.000Z,0.6,6.68,1.55,1.1,2.4,0.985,438
2020-10-20T00:00:00.000Z,2.8,24.55,11.01,5.8,15.25,5.466,446
2020-10-21T00:00:00.000Z,2.47,49.33,25.04,13.3,35.47,12.797,438
2020-10-22T00:00:00.000Z,0.56,5.57,2.04,1.55,2.47,0.763,429
2020-10-23T00:00:00.000Z,0.7,15.7,2.27,1.8,3.53,2.289,420
2020-10-24T00:00:00.000Z,1.02,45.47,4.59,2.09,18.93,14.381,444
2020-10-25T00:00:00.000Z,0.7,13,1.8,1.3,2.71,2.16,481
2020-10-26T00:00:00.000Z,1.8,16.07,5.15,3.72,6.15,2.737,470
2020-10-27T00:00:00.000Z,1.63,17.07,3.55,2.8,4.5,4.066,447
2020-10-28T00:00:00.000Z,0.98,13.77,2.54,1.95,3.3,1.37,462
2020-10-29T00:00:00.000Z,0.73,5.5,2.58,1.9,3.5,1.034,458
2020-10-30T00:00:00.000Z,0.8,18.45,4.05,2.54,5.6,3.003,471
2020-10-31T00:00:00.000Z,0.98,14.15,5.35,3.1,7.87,3.272,489
2020-11-01T00:00:00.000Z,1.88,16.88,7.74,5.17,9.91,3.049,492
2020-11-02T00:00:00.000Z,0.73,12.32,2.88,1.99,4.8,2.57,456
2020-11-03T00:00:00.000Z,1,4.84,2.35,1.85,2.85,0.686,458
2020-11-04T00:00:00.000Z,0.73,4.05,1.6,1.33,2,0.547,366
2020-11-05T00:00:00.000Z,0.8,4.95,2,1.58,2.47,0.817,345
2020-11-06T00:00:00.000Z,1.4,26.92,3.21,2.54,5.19,2.599,344
2020-11-07T00:00:00.000Z,1.3,11.77,7,4.84,8.13,2.146,396
2020-11-08T00:00:00.000Z,4.38,101.28,11.63,9.5,15.57,7.229,350
2020-11-09T00:00:00.000Z,4.34,9.57,6.75,5.8,7.45,1.118,287
2020-11-10T00:00:00.000Z,6.03,24.45,16.89,11.09,20.82,5.372,333
